symbol,organ_name,icb_name,exchange
BDW,Công ty Cổ phần Cấp thoát nước Bình Định,Tiện ích Cộng đồng,UPCOM
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Nguyên vật liệu,HOSE
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Nguyên vật liệu,VN30
NO1,Công ty Cổ phần Tâp đoàn 911,Công nghiệp,HOSE
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,Nguyên vật liệu,UPCOM
CMC,Công ty Cổ phần Đầu tư CMC,Hàng Tiêu dùng,HNX
ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Tài chính,HOSE
DHC,Công ty Cổ phần Đông Hải Bến Tre,Nguyên vật liệu,HOSE
DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,Công nghiệp,UPCOM
DPS,Công ty Cổ phần Đầu tư Phát triển Sóc Sơn,Nguyên vật liệu,UPCOM
DVG,Công ty Cổ phần Đại Việt Group DVG,Công nghiệp,UPCOM
GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,Nguyên vật liệu,HOSE
HGM,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Nguyên vật liệu,HNX
TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Công nghiệp,HOSE
HAM,Công ty Cổ phần Vật tư Hậu Giang,Công nghiệp,UPCOM
TCI,Công ty Cổ phần Chứng khoán Thành Công,Tài chính,HOSE
GTD,Công ty Cổ phần Giầy Thượng Đình,Hàng Tiêu dùng,UPCOM
HHN,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Công nghiệp,UPCOM
MCG,Công ty Cổ phần Năng lượng và Bất động sản MCG,Công nghiệp,UPCOM
TGG,Công ty Cổ phần The Golden Group,Công nghiệp,UPCOM
PNG,Công ty Cổ phần Thương Mại Phú Nhuận,Dịch vụ Tiêu dùng,UPCOM
TEL,Công ty Cổ phần Phát triển công trình viễn thông,Công nghiệp,UPCOM
VQC,Công ty Cổ phần Giám định Vinaconmin,Công nghiệp,UPCOM
BT1,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương,Nguyên vật liệu,UPCOM
PGT,Công ty Cổ phần PGT Holdings,Dịch vụ Tiêu dùng,HNX
PSI,Công ty Cổ phần Chứng khoán Dầu khí,Tài chính,HNX
PTC,Công ty Cổ phần Đầu tư ICAPITAL,Công nghiệp,HOSE
CTR,Tổng Công ty Cổ phần Công trình Viettel,Công nghiệp,HOSE
PRE,Tổng Công ty Cổ phần Tái bảo hiểm Hà Nội,Tài chính,HNX
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,Hàng Tiêu dùng,HNX
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX30
PVY,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Công nghiệp,UPCOM
PVT,Tổng Công ty Cổ phần Vận tải Dầu khí,Công nghiệp,HOSE
HJS,Công ty Cổ phần Thủy điện Nậm Mu,Tiện ích Cộng đồng,HNX
THS,Công ty Cổ phần Thanh Hoa Sông Đà,Dịch vụ Tiêu dùng,HNX
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,HOSE
RCC,Công ty Cổ phần Tổng Công ty Công trình Đường sắt,Công nghiệp,UPCOM
SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Hàng Tiêu dùng,UPCOM
ATG,Công ty Cổ phần An Trường An,Nguyên vật liệu,UPCOM
GSP,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,HOSE
JVC,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Dược phẩm và Y tế,HOSE
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Tài chính,HOSE
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Công nghiệp,UPCOM
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng,HNX
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng,HNX30
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Tài chính,HNX
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Tài chính,HNX30
TIS,Công ty Cổ phần Gang thép Thái Nguyên,Nguyên vật liệu,UPCOM
SP2,Công ty Cổ phần Thủy điện Sử Pán 2,Tiện ích Cộng đồng,UPCOM
VDG,Công ty Cổ phần Vạn Đạt Group,Hàng Tiêu dùng,UPCOM
TID,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Tài chính,UPCOM
HIG,Công ty Cổ phần Tập đoàn HIPT,Công nghệ Thông tin,UPCOM
VTB,Công ty Cổ phần Viettronics Tân Bình,Công nghiệp,HOSE
BGE,Công ty Cổ phần BCG Energy,Tiện ích Cộng đồng,UPCOM
BCR,Công ty Cổ phần BCG Land,Công nghiệp,UPCOM
BTN,Công ty Cổ phần Đầu tư Bitco Bình Định,Công nghiệp,UPCOM
CRC,Công ty Cổ phần Create Capital Việt Nam,Công nghiệp,HOSE
MEF,Công ty Cổ phần MEINFA,Dược phẩm và Y tế,UPCOM
BCA,Công ty cổ phần B.C.H,Nguyên vật liệu,UPCOM
MGR,Công ty cổ phần Tập đoàn MGROUP,Tài chính,UPCOM
PPT,Công ty cổ phần Petro Times,Tiện ích Cộng đồng,HNX
NDC,Công ty Cổ phần Nam Dược,Dược phẩm và Y tế,UPCOM
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Nguyên vật liệu,HOSE
MTG,Công ty Cổ phần MT Gas,Tiện ích Cộng đồng,UPCOM
OCB,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng,HOSE
THP,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,Hàng Tiêu dùng,UPCOM
MIM,Công ty Cổ phần Khoáng sản và Cơ khí,Nguyên vật liệu,UPCOM
PMW,Công ty Cổ phần Cấp Nước Phú Mỹ,Tiện ích Cộng đồng,UPCOM
STH,Công ty Cổ phần Phát hành sách Thái Nguyên,Dịch vụ Tiêu dùng,UPCOM
BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,Hàng Tiêu dùng,UPCOM
TCJ,Công ty Cổ phần Tô Châu,Hàng Tiêu dùng,UPCOM
VTQ,Công ty Cổ phần Việt Trung Quảng Bình,Nguyên vật liệu,UPCOM
GEE,Công ty Cổ phần Điện lực Gelex,Công nghiệp,HOSE
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Dịch vụ Tiêu dùng,HOSE
SJC,Công ty Cổ phần Sông Đà 1.01,Công nghiệp,UPCOM
SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Hàng Tiêu dùng,UPCOM
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công nghệ Thông tin,HOSE
ISH,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO,Tiện ích Cộng đồng,UPCOM
S4A,Công ty Cổ phần Thủy điện Sê San 4A,Tiện ích Cộng đồng,HOSE
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,Dịch vụ Tiêu dùng,HNX
HD8,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8,Tài chính,UPCOM
ING,Công ty Cổ phần Đầu Tư Và Phát Triển Xây Dựng,Công nghiệp,UPCOM
BHA,Công ty cổ phần Thủy điện Bắc Hà,Tiện ích Cộng đồng,UPCOM
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,Tài chính,HOSE
DHT,Công ty Cổ phần Dược phẩm Hà Tây,Dịch vụ Tiêu dùng,HNX
DHT,Công ty Cổ phần Dược phẩm Hà Tây,Dịch vụ Tiêu dùng,HNX30
DSN,Công ty Cổ phần Công viên nước Đầm Sen,Dịch vụ Tiêu dùng,HOSE
DCH,Công ty Cổ phần Địa chính Hà Nội,Tài chính,UPCOM
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược phẩm và Y tế,HNX
LIG,Công ty Cổ phần Licogi 13,Công nghiệp,HNX
LIX,Công ty Cổ phần Bột Giặt LiX,Hàng Tiêu dùng,HOSE
SZB,Công ty Cổ phần Sonadezi Long Bình,Tài chính,HNX
MKV,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược phẩm và Y tế,HNX
MPY,Công ty Cổ phần Môi trường đô thị Phú Yên,Công nghiệp,UPCOM
TVB,Công ty Cổ phần Chứng khoán Trí Việt,Tài chính,HOSE
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Công nghiệp,HNX
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,Tiện ích Cộng đồng,UPCOM
TB8,Công ty Cổ phần Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,Công nghiệp,UPCOM
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Nguyên vật liệu,HOSE
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,Tiện ích Cộng đồng,UPCOM
PC1,Công ty Cổ phần Tập đoàn PC1,Công nghiệp,HOSE
PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công nghiệp,HNX
PPP,Công ty Cổ phần Dược phẩm Phong Phú,Dược phẩm và Y tế,HNX
PTE,Công ty Cổ phần Xi măng Phú Thọ,Công nghiệp,UPCOM
PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Công nghiệp,HNX
PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Tiện ích Cộng đồng,UPCOM
PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Công nghiệp,UPCOM
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,UPCOM
QCC,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Công nghiệp,UPCOM
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Tiện ích Cộng đồng,HOSE
RDP,Công ty Cổ phần Rạng Đông Holding,Nguyên vật liệu,HOSE
REE,Công ty Cổ phần Cơ điện Lạnh,Tiện ích Cộng đồng,HOSE
S96,Công ty Cổ phần Sông Đà 9.06,Công nghiệp,UPCOM
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,Hàng Tiêu dùng,HOSE
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,Hàng Tiêu dùng,VN30
SBD,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,Công nghệ Thông tin,UPCOM
SBL,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Hàng Tiêu dùng,UPCOM
SBS,Công ty Cổ phần Chứng khoán SBS,Tài chính,UPCOM
SCD,Công ty Cổ phần Nước giải khát Chương Dương,Hàng Tiêu dùng,UPCOM
RTB,Công ty Cổ phần Cao su Tân Biên,Nguyên vật liệu,UPCOM
TBT,Công ty Cổ phần Xây dựng Công trình Giao thông Bến Tre,Công nghiệp,UPCOM
SCJ,Công ty Cổ phần Xi măng Sài Sơn,Công nghiệp,UPCOM
SDC,Công ty Cổ phần Tư vấn Sông Đà,Công nghiệp,HNX
SDJ,Công ty Cổ phần Sông Đà 25,Công nghiệp,UPCOM
SDX,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,Công nghiệp,UPCOM
SDY,Công ty Cổ phần Xi măng Sông Đà Yaly,Công nghiệp,UPCOM
SEA,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
SED,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Dịch vụ Tiêu dùng,HNX
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,Tài chính,HOSE
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Công nghiệp,HOSE
SGB,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương,Ngân hàng,UPCOM
SBB,Công ty cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Hàng Tiêu dùng,UPCOM
BSG,Công ty Cổ phần Xe khách Sài Gòn,Dịch vụ Tiêu dùng,UPCOM
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,Nguyên vật liệu,HOSE
TDM,Công ty Cổ phần Nước Thủ Dầu Một,Tiện ích Cộng đồng,HOSE
TDS,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,Nguyên vật liệu,UPCOM
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Nguyên vật liệu,HNX
SHC,Công ty Cổ phần Hàng hải Sài Gòn,Công nghiệp,UPCOM
MSH,Công ty Cổ phần May Sông Hồng,Hàng Tiêu dùng,HOSE
SHN,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Nguyên vật liệu,HNX
SZC,Công ty Cổ phần Sonadezi Châu Đức,Tài chính,HOSE
SKN,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,Hàng Tiêu dùng,UPCOM
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Tiện ích Cộng đồng,HOSE
SMC,Công ty Cổ phần Đầu tư Thương mại SMC,Nguyên vật liệu,HOSE
USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Công nghiệp,UPCOM
SHE,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,Hàng Tiêu dùng,HNX
SBR,Công ty Cổ phần Cao su Sông Bé,Nguyên vật liệu,UPCOM
TFC,Công ty Cổ phần Trang,Hàng Tiêu dùng,HNX
SPM,Công ty Cổ phần S.P.M,Dược phẩm và Y tế,HOSE
SRF,Công ty Cổ phần Searefico,Công nghiệp,HOSE
SSC,Công ty Cổ phần Giống cây trồng Miền Nam,Hàng Tiêu dùng,HOSE
VFC,Công ty Cổ phần VINAFCO,Công nghiệp,UPCOM
SSI,Công ty Cổ phần Chứng khoán SSI,Tài chính,HOSE
SSI,Công ty Cổ phần Chứng khoán SSI,Tài chính,VN30
STC,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Dịch vụ Tiêu dùng,HNX
STP,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,Công nghiệp,HNX
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng,HOSE
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng,VN30
VC9,Công ty Cổ phần Xây dựng số 9 - VC9,Công nghiệp,HNX
KDC,Công ty Cổ phần Tập đoàn KIDO,Hàng Tiêu dùng,HOSE
KHW,Công ty Cổ phần Cấp thoát nước Khánh Hòa,Tiện ích Cộng đồng,UPCOM
SVC,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,Hàng Tiêu dùng,HOSE
SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,Công nghiệp,UPCOM
MTH,Công ty Cổ phần Môi trường Đô thị Hà Đông,Công nghiệp,UPCOM
